"page","category","record","cas_number","name","emission_likelihood","pbt_vpvb_req","pmt_vpvm","quality","p","p_rat","m","m_rat","t","t_rat","max_conc_myg_l","comments"
112,6,268,"131-57-7","Oxybenzone","very high","Y","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 16d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","Pot. M","exp min. logDow/Kow = 3.6 (ne- utral cmpd.)","T","STO- TRE_2_ED","H  (DW:det.)",""
112,6,269,"140-01-2","Pentasodium (carbox- ylatomethyl)imino- bis(ethyleneni- trilo)tetraacetate","very high","Y","Pot. PMT/v PvM","LQ","Pot. P/vP","estimated t1/2 = 8d, weight-of-evidence by dis-covery in monitoring studies, available QSARs and no biodeg. observed in majority of biodeg- radation screen tests e.g. 301 F (Ready Biodeg- radability: Manometric Respirometry Test),301B (Ready Biodegradability: CO2 Evolution Test)","vM","QSAR min. log Dow/Kow = -15.6 (multiple_anion cmpd.)","T","Rep_1aRep_2STOTRE_2","E  (DW:det.)",""
112,6,270,"143-24-8","Bis(2-(2-methoxyeth- oxy)ethyl) ether","very high","Y","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 83d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDow/Kow = -0.8 (ne- utral cmpd.)","T","Rep_1b","E  (DW:det.)","HOT-L"
112,6,271,"22204-53-1","Naproxen","medium","N","Pot. PMT/v PvM","LQ","Pot. P/vP","estimated t1/2 = 12d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = -0.2 (ionizable cmpd.)","T","Carc_2Lact Rep_1b Rep_2STOTRE_2","H (DW&GW: det.)",""
113,6,272,"288-13-1","Pyrazole","medium","N","Pot. PMT/v PvM","LQ","Pot. P/vP","estimated t1/2 = 13d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. log Dow/Kow = 0.3 (ion- izable cmpd.)","T","Rep_2STOTRE_1","E  (DW:det.)",""
113,6,273,"532-02-5","Sodium naphthalene-2-sulphonate","very high","N","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 32d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. logDow/Kow = -1.5 (single_anion cmpd.)","Pot. T","CramerClass III","E  (DW:det.)",""
113,6,274,"57-83-0","Progesterone","medium","N","Pot. PMT/v PvM","LQ","Pot. P/vP","estimated t1/2 = 78d, and consistency across all tested QSARs","Pot. M","exp min. log Dow/Kow = 3.7 (ne- utral cmpd.)","T","Carc_1bCarc_2Lact muta_1b muta_2Rep_1a Rep_1b Rep_2_Sus pected ED","B;H;K(DW&GW:0.1)",""
113,6,275,"60-00-4","Edetic acid","very high","Y","Pot. PMT/v PvM","LQ","Pot. P/vP","estimated t1/2 = 6d, weight-of-evidence by dis-covery in monitoring studies, available QSARs and no biodeg. observed in majority of biodeg- radation screen tests e.g. 301 A (new version) (Ready Biodegradability: DOC Die Away Test)","vM","QSAR min. log Dow/Kow = -7.2 (ionizable cmpd.)","T","Rep_2STOTRE_1STOTRE_2","B; E;S(DW&GW:13.6)",""
113,6,276,"637-92-3","2-ethoxy-2- methylpropane","very high","Y","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 29d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDoc/Koc = 0.6 (neu- tral cmpd.)","Pot. T","CramerClass III","H  (GW:det.)",""
113,6,277,"67-43-6","N-carboxyme- thyliminobis(eth- ylenenitrilo)tetra(ace- tic acid)","very high","Y","Pot. PMT/v PvM","LQ","Pot. P/vP","estimated t1/2 = 8d, weight-of-evidence by dis-covery in monitoring studies, available QSARs and no biodeg. observed in majority of biodeg- radation screen tests e.g. 301 D (Ready Biodeg- radability: Closed Bottle Test)","vM","QSAR min. log Dow/Kow = -8.8 (ionizable cmpd.)","T","Rep_2STOTRE_2","B;S;E(DW&GW:9)",""
113,6,278,"74-83-9","Bromomethane","medium","N","Pot. PMT/v PvM","LQ","Pot. P/vP","estimated t1/2 = 14d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. log Doc/Koc = 0.7 (neu- tral cmpd.)","T","muta_2STO- TRE_2_Sus pected ED","O  (GW:0.4)","HOT-L"
113,6,279,"74-95-3","Dibromomethane","medium","N","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 20d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDoc/Koc = 1.3 (neu- tral cmpd.)","Pot. T","CramerClass III","H  (DW:0.7)","HOT-L"
114,6,280,"76-74-4","Pentobarbital","medium","N","Pot. PMT/v PvM","LQ","Pot. P/vP","estimated t1/2 = 45d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","vM","QSAR min. log Dow/Kow = 1.1 (ion- izable cmpd.)","T","Rep_2","B  (GW: 1)",""
114,6,281,"791-28-6","Triphenylphosphine oxide","medium","N","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 31d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDoc/Koc = 3.0 (neu- tral cmpd.)","Pot. T","CramerClass III","S (DW: 0.1)",""
114,6,282,"80-09-1","4,4'-sulphonyldiphe- nol","very high","Y","Pot.PMT/vPvM","LQ","Pot. P/vP","The 301C test indicates non readily biodegrada-ble; however, QSAR data and other indicatorsindicate is more persistent than BPA","vM","exp min. logDoc/Koc = -0.3 (ion- izable cmpd.)","T","_ED","F; Z (DW:det.)",""
114,6,283,"826-36-8","2,2,6,6-tetramethyl-4- piperidone","medium","N","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 32d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDoc/Koc = -3.3 (ion- izable cmpd.)","Pot. T","CramerClass III","E (DW:det.)",""
114,6,284,"83-32-9","Acenaphthene","medium","N","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 28d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","M","exp min. logDoc/Koc = 3.3 (neu- tral cmpd.)","Pot. T","CramerClass III","H (GW:det.)",""
114,6,285,"85-98-3","1,3-diethyldiphenylu- rea","very high","Y","Pot.PMT/vPvM","LQ","Pot. P/vP","estimated t1/2 = 31d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","vM","exp min. logDoc/Koc = 2.5 (neu- tral cmpd.)","Pot. T","CramerClass III","X (DW:det.)","DK-study"
114,6,286,"91-20-3","Naphthalene","very high","Y","Pot. PMT/v PvM","LQ","Pot. P/vP","Data indicates certain conditions where Naph-thalene is persistent, but no definitive conclu- sion is given based on Nielsen et al. Environ. Sci. Technol., 1995, 30 (1), pp 31–37; further, many natural causes of naphthalene occur","vM","exp min. log Doc/Koc = 2.5 (neu- tral cmpd.)","T","Carc_2STO- TRE_1_ED","H;O;P(DW&GW:3)","DK-study"
114,6,287,"95-16-9","Benzothiazole","very high","Y","Pot.PMT/vPvM","LQ","Pot. P/vP","biodegradation screening tests give conflicting results","vM","exp min. logDow/Kow = 2.0 (ne- utral cmpd.)","T","STOTRE_2","S (DW:0.01)",""
114,6,288,"98-82-8","Cumene","very high","Y","Pot. PMT/v PvM","LQ","Pot. P/vP","Initial evidnce suggests this si not P under aero-bic conditions. This substance is observed in monitoring studies, but this could be mainly due to extensive emissions.","vM","exp min. log Doc/Koc = 2.9 (neu- tral cmpd.)","T","STOTRE_1","H;O(DW&GW:3)",""
114,6,289,"994-05-81222-05-5","2-methoxy-2-methyl- butane1,3,4,6,7,8-hexahy-dro-4,6,6,7,8,8-hexa- methylindeno[5,6- c]pyran","very highvery high","YY","Pot.PMT/vPvMNotPMT","LQHQ","Pot. P/vPvP","estimated t1/2 = 29d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARsmeasured half-life = 203 d (soil)","vMnotM","exp min. logDoc/Koc = 0.7 (neu- tral cmpd.)exp min. log Doc/Koc = 4.3 (neu- tral cmpd.)","TT","Carc_1bRep_2_ED","O (GW:0.4)D;H;Q(DW&GW:23)",""
115,7,290,"140-66-9","4-(1,1,3,3-tetra- methylbutyl)phenol","very high","Y","NotPMT","HQ","P","measured half-life = 49 d (fresh water)","notM","exp min. logDoc/Koc = 4.0 (neu- tral cmpd.)","T","SVHC","A; Q (GW:1.8)","SVHC, DK-study"
115,7,291,"117-81-7","Bis(2-ethylhexyl)phthalate","very high","Y","NotPMT","HQ","P","measured half-life = 176 d (soil)","notM","exp min. log Doc/Koc = 5.7 (neu- tral cmpd.)","T","SVHC","N; Q(DW&GW:5.7)","SVHC"
115,7,292,"140-31-8","2-piperazin-1-ylethyl- amine","very high","Y","NotPMT","HQ","P","All biodegradation results in 301D and F and302B tests imply no significant biodegradation. Therefore, this substance is assessed to be per- sistent in water. (Berger et al. 2018)","notM","exp min. logDoc/Koc = 4.6 (ioniz- able cmpd.)","T","Rep_2STOTRE_1","Z (det.)",""
115,7,293,"96-76-4","2,4-di-tert-butylphe- nol","very high","Y","NotPMT","HQ","Pot. P/vP++","estimated t1/2 = 48d, weight-of-evidence (thisstudy) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 302 C (Inherent Biodegradability: Modified MITI Test (II))","notM","exp min. log Dow/Kow = 4.8 (ne- utral cmpd.)","T","STO- TRE_2_Sus pected ED","X (DW:det.)",""
115,7,294,"128-37-0","2,6-di-tert-butyl-p- cresol","very high","Y","NotPMT","HQ","Pot. P/vP++","estimated t1/2 = 53d, weight-of-evidence (this study) based on all used QSARs and no biodeg. observed in majority of biodegradation screen tests for substance/main transformation prod- ucts, e.g. 301 C (Ready Biodegradability: Modi- fied MITI Test (I))","notM","exp min. log Doc/Koc = 4.4 (neu- tral cmpd.)","T","Carc_1bCarc_2 muta_1b muta_2Rep_2STO- TRE_2_ED","K; H (DW:0.026)","DK-study"
115,7,295,"129-00-0,1718-52-1","Pyrene","medium","N","NotPMT","HQ","Pot. P/vP","estimated t1/2 = 139d, weight-of-evidence bydiscovery in monitoring studies, and consistent indications of P across tested QSARs","notM","exp min. logDoc/Koc = 4.1 (neu- tral cmpd.)","T","ecotox","H (GW:det.)",""
116,7,296,"104-40-5","p-nonylphenol","medium","N","NotPMT","HQ","Pot. P/vP","estimated t1/2 = 13d, weight-of-evidence by discovery in monitoring studies, and consistent indications of P across tested QSARs","notM","QSAR min. log Dow/Kow = 6.1 (ne- utral cmpd.)","T","SVHC","A; D;H;J; K; Q (DW&GW:84)","SVHC"
116,7,297,"100-41-4","Ethylbenzene","very high","Y","NotPMT","HQ","not P","inherently biodeg: 302 C (Inherent Biodegrada- bility: Modified MITI Test (II))","vM","exp min. log Doc/Koc = 2.7 (neu- tral cmpd.)","T","Carc_2STOTRE_2","H;O(DW&GW:10)",""
116,7,298,"100-42-5","Styrene","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 D (Ready Biodegradability: Closed Bottle Test)","vM","exp min. logDoc/Koc = 2.1 (neu- tral cmpd.)","T","SVHC","H (DW:46.4)","SVHC"
116,7,299,"102-76-1","Triacetin","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 B (Ready Biodegradability: CO2 Evolution Test)","vM","QSAR min. logDow/Kow = 0.1 (ne- utral cmpd.)","NotT","-","E  (DW:det.)",""
116,7,300,"106-46-7","1,4-dichlorobenzene","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 D (Ready Biodegradability: Closed Bottle Test)","vM","exp min. logDoc/Koc = 2.4 (neu- tral cmpd.)","T","Carc_2","O (GW: 10)","DK-study"
116,7,301,"107-07-3","2-chloroethanol","very high","Y","NotPMT","HQ","not P","readily biodeg: 302 B (Inherent biodegradabil-ity: Zahn-Wellens/EMPA Test),301 F (Ready Bio- degradability: Manometric Respirometry Test)","vM","exp min. logDoc/Koc = 0.3 (neu- tral cmpd.)","T","Carc_1amuta_1bSTOTRE_1","X (DW:det.)",""
116,7,302,"108-88-3","Toluene","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. log Doc/Koc = 1.9 (neu- tral cmpd.)","T","Rep_1aRep_2STOTRE_1STOTRE_2","H;O;P(DW&GW:63.1)",""
116,7,303,"105-60-2","e-caprolactam","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. logDoc/Koc = 1.8 (neu- tral cmpd.)","T","STOTRE_1","F; Z (DW:det.)",""
116,7,304,"120-18-3","Naphthalene-2-sul- phonic acid","very high","Y","NotPMT","HQ","not P","OECD tests (301B and E) for surrogate imply nopersistence. Therefore, the substance is as- sessed not to be persistent. (Berger et al. 2018)","vM","exp min. logDoc/Koc = -5.9 (ion- izable cmpd.)","T","Carc_2","F (DW:det.)",""
116,7,305,"139-13-9","Nitrilotriacetic acid","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 E (Ready biodegradability: Modified OECD Screening Test)","vM","exp min. logDoc/Koc = 1.4 (ioniz- able cmpd.)","T","Carc_2muta_1bSTOTRE_2","H (GW:det.)",""
116,7,306,"126-73-8","Tributyl phosphate","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. logDoc/Koc = 1.9 (neu- tral cmpd.)","T","Carc_2STOTRE_2","J (DW: 0.2)",""
117,7,307,"25321-41-9","Xylenesulphonic acid","very high","Y","NotPMT","HQ","not P","Several read-across studies including 301B and D tests imply no persistence. Therefore, the substance is assessed not to be persistent. (Ber- ger et al. 2018)","vM","exp min. log Dow/Kow = -6.0 (ionizable cmpd.)","NotT","-","F; Z (DW:det.)",""
117,7,308,"128-44-9","1,2-benzisothiazol-3(2H)-one 1,1-diox- ide, sodium salt","very high","Y","NotPMT","HQ","not P","readily biodeg: 310 (Ready Biodegradability - CO2 in Sealed Vessels (Headspace Test)","vM","exp min. logDoc/Koc = -6.0 (single_anion cmpd.)","T","Carc_1aCarc_1bCarc_2","F (DW:det.)",""
117,7,309,"50-78-2","O-acetylsalicylic acid","very high","Y","NotPMT","HQ","not P","estimated t1/2 = 7d, and consistency across all tested QSARs","vM","exp min. log Doc/Koc = -5.7 (ion- izable cmpd.)","T","Rep_1aRep_1bRep_2STOTRE_2","B;S (GW:0.1)",""
117,7,310,"131-11-3","Dimethyl phthalate","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 E (Ready biodegradability: Modified OECD Screening Test)","vM","exp min. logDoc/Koc = 1.9 (neu- tral cmpd.)","T","Rep_2_Sus pected ED","N (DW:0.5)",""
117,7,311,"58-08-2","Caffeine","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 A (new version) (Ready Bio- degradability: DOC Die Away Test)","vM","exp min. log Doc/Koc = 1.0 (neu- tral cmpd.)","NotT","-","A; B; C; D;H;J; L; Q;R (DW&GW:110)",""
117,7,312,"70-55-3","Toluene-4-sulphona- mide","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 D (Ready Biodegradability: Closed Bottle Test)","vM","QSAR min. logDow/Kow = 0.6 (ne- utral cmpd.)","T","Rep_2","X; Z (DW:det.)",""
117,7,313,"7085-19-0","Mecoprop","medium","N","NotPMT","HQ","not P","longest measured half-life all media = 50 d (sed- iment)","vM","exp min. log Dow/Kow = -4.2 (ionizable cmpd.)","Pot. T","CramerClass III","A; E(DW&GW:0.8)",""
117,7,314,"71-43-2,1076-43-3","Benzene","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 F (Ready Biodegradability: Manometric Respirometry Test)","vM","exp min. log Doc/Koc = 1.4 (neu- tral cmpd.)","T","ecotoxCarc_1a Carc_1b muta_1a muta_1b STOTRE_1","H;O;S(DW&GW:25.8)",""
117,7,315,"75-09-2","Dichloromethane","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 D (Ready Biodegradability: Closed Bottle Test)","vM","exp min. log Doc/Koc = 0.9 (neu- tral cmpd.)","T","Carc_2Lact muta_1a muta_2Rep_1aSTOTRE_1STOTRE_2","H (DW:0.5)",""
118,7,316,"76-22-2","Bornan-2-one","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 F (Ready Biodegradability: Manometric Respirometry Test)","vM","exp min. logDoc/Koc = 2.1 (neu- tral cmpd.)","T","muta_2Rep_1aSTOTRE_2","H;J  (DW:0.017)",""
118,7,317,"77-93-0","Triethyl citrate","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 F (Ready Biodegradability: Manometric Respirometry Test)","vM","exp min. logDow/Kow = 0.7 (ne- utral cmpd.)","T","Carc_1b muta_1b","H;J  (DW:0.082)",""
118,7,318,"80-05-7","4,4'-isopropylidenedi- phenol","very high","Y","NotPMT","HQ","not P","inherently biodeg: 302 A (Inherent Biodegrada- bility: Modified SCAS Test)","vM","exp min. logDoc/Koc = 2.3 (ioniz- able cmpd.)","T","SVHC","A; B;D;H;J; K; Q (DW&GW:9.3)","SVHC, DK-study"
118,7,319,"69-72-7","Salicylic acid","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. logDoc/Koc = -5.7 (ion- izable cmpd.)","T","Rep_2STOTRE_1","D; H (GW:1.2)",""
118,7,320,"84-66-2","Diethyl phthalate","very high","Y","NotPMT","HQ","not P","estimated t1/2 = 6d, and consistency across all tested QSARs","vM","exp min. logDoc/Koc = 2.4 (neu- tral cmpd.)","T","Rep_2STO- TRE_2_ED","N; Q;S(DW: 2.5)",""
118,7,321,"95-47-6","o-xylene","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 F (Ready Biodegradability: Manometric Respirometry Test)","vM","exp min. log Doc/Koc = 2.7 (neu- tral cmpd.)","T","Rep_2","H;O(DW&GW:16.5)",""
118,7,322,"98-86-2","Acetophenone","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. logDoc/Koc = 1.5 (neu- tral cmpd.)","NotT","-","H (DW:0.5)",""
118,7,323,"103-83-3","Benzyldimethylamine","very high","Y","NotPMT","HQ","not P","No significant biodegradation in 301C and Dtests, but nearly complete biodegradation in302B testimated Therefore, the substance is as- sessed not to be persistent. (Berger et al. 2018)","vM","exp min. log Dow/Kow = -2.9 (ionizable cmpd.)","T","STOTRE_2","Z (det.)",""
118,7,324,"104-15-4,6192-52-53039-83-6","Toluene-4-sulphonic acidSodium ethylenesul- phonate","very highvery high","YY","NotPMTNotPMT","HQHQ","not Pnot P","readily biodeg: 301 B (Ready Biodegradability: CO2 Evolution Test)inherently biodeg: 301 E (Ready biodegradabil- ity: Modified OECD Screening Test)","vMvM","read-across min. logDow/Kow = -5.9 (ionizable cmpd.)exp min. logDoc/Koc = 1.4 (single_anion cmpd.)","TPot. T","Rep_1bCramerClass III","Z (det.)Z (det.)","HOT-L"
119,7,325,"497-18-7","Carbonohydrazide","very high","Y","NotPMT","HQ","not P","The substance shows significant biodegradation above the threshold in a OECD 306 sea water testimated The threhold is reached in an early stage of the test, Therefore, it can be expected that the substance would also degrade in fresh- water. Used QSAR not applicable - substance is out of its application domain. Therefore, the substance is assessed not to be persistent. (Ber- ger et al. 2018)","vM","exp min. logDoc/Koc = 1.3 (ioniz- able cmpd.)","Pot. T","CramerClass III","Z (det.)","HOT-L"
119,7,326,"51410-72-1","(3-methacrylami-dopropyl)trime- thylammonium chlo- ride","very high","Y","NotPMT","HQ","not P","Results from enhanced ready test enable the conclusion that the substance is not persistent in water. (Berger et al. 2018)","vM","QSAR min. logDow/Kow = -2.1 (single_cation cmpd.)","Pot. T","CramerClass III","Z (det.)","DK-study"
119,7,327,"5205-93-6","N-[3-(dimethyla-mino)propyl]methac- rylamide","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 C (Ready Biodegradability: Modified MITI Test (I))","vM","exp min. logDoc/Koc = 1.4 (ioniz- able cmpd.)","Pot. T","CramerClass III","Z (det.)",""
119,7,328,"53-16-7","Estrone","very high","Y","NotPMT","HQ","not P","inherently biodeg: 301 B (Ready Biodegradabil- ity: CO2 Evolution Test)","M","exp min. log Dow/Kow = 2.6 (ne- utral cmpd.)","T","Carc_1aCarc_1bCarc_2Lact Rep_1a Rep_1b Rep_2_Sus pected ED","A; D (GW:0.045)",""
119,7,329,"84-74-2,93952-11-5","Dibutyl phthalate","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 C (Ready Biodegradability: Modified MITI Test (I))","M","exp min. logDoc/Koc = 3.1 (neu- tral cmpd.)","T","SVHC","N (DW:2.7)","SVHC"
119,7,330,"95-63-6","1,2,4-trimethylben- zene","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 C (Ready Biodegradability: Modified MITI Test (I))","M","exp min. log Doc/Koc = 3.0 (neu- tral cmpd.)","T","STOTRE_1","H;O(DW&GW:3)",""
119,7,331,"84-65-1","Anthraquinone","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 C (Ready Biodegradability: Modified MITI Test (I))","M","exp min. logDoc/Koc = 3.2 (neu- tral cmpd.)","T","Carc_2","H (DW:0.1)","DK-study"
119,7,332,"63-05-8","Androst-4-ene-3,17- dione","very high","Y","NotPMT","HQ","not P","readily biodeg: 301 B (Ready Biodegradability: CO2 Evolution Test)","M","exp min. log Dow/Kow = 2.7 (ne- utral cmpd.)","T","Carc_1bCarc_2LactRep_1a_Suspected ED","B;H(DW&GW:0.1)","DK-study"
120,7,333,"50-28-2,35380-71-3","Estradiol","medium","N","NotPMT","HQ","not P","readily biodeg: 301 B (Ready Biodegradability: CO2 Evolution Test)","Pot. M","QSAR min. log Dow/Kow = 3.9 (ne- utral cmpd.)","T","ecotoxCarc_1a,1b, 2, LactRep_1a,1b,2 STO- TRE_1&2, ED","D;H(DW&GW:0.1)",""
120,7,334,"85-68-7","Benzyl butyl phthalate","very high","Y","NotPMT","HQ","not P","inherently biodeg: 302 B (Inherent biodegrada- bility: Zahn-Wellens/EMPA Test)","notM","exp min. logDow/Kow = 4.8 (ne- utral cmpd.)","T","SVHC","N (DW:0.9)","SVHC"
